WKT,name,description
"POLYGON ((106.7934782 -6.4011262, 106.792577 -6.4014674, 106.7922336 -6.402363, 106.7928774 -6.4033439, 106.7944223 -6.4035144, 106.7954094 -6.4034718, 106.796096 -6.4031733, 106.7963535 -6.4021924, 106.7957098 -6.40151, 106.795109 -6.4011262, 106.7943794 -6.4007423, 106.7934782 -6.4011262))",depok,
