WKT,name,description
"POLYGON ((106.7256629 -6.0868932, 106.7174231 -6.0937209, 106.6961371 -6.096452, 106.6865241 -6.096452, 106.6872107 -6.1101071, 106.6892707 -6.1251272, 106.6927039 -6.1374162, 106.6878974 -6.1421951, 106.6872107 -6.1578971, 106.6899573 -6.1688199, 106.7009436 -6.1797425, 106.7174231 -6.1906649, 106.7229163 -6.2077306, 106.7201697 -6.2220654, 106.7352759 -6.226161, 106.7455756 -6.2309392, 106.7490088 -6.2480036, 106.7517554 -6.2637024, 106.754502 -6.2807658, 106.7654883 -6.2930511, 106.7792212 -6.3148909, 106.7998206 -6.3162558, 106.8156134 -6.3203507, 106.8368994 -6.3203507, 106.860932 -6.3189857, 106.884278 -6.3148909, 106.8973242 -6.3026061, 106.9165503 -6.3019236, 106.9295966 -6.2944161, 106.9570624 -6.2916861, 106.9604956 -6.2753056, 106.9543158 -6.2602897, 106.9474494 -6.2459559, 106.9405829 -6.229574, 106.9543158 -6.2104611, 106.9447028 -6.1933954, 106.9426428 -6.1776945, 106.9412696 -6.1578971, 106.936463 -6.1374162, 106.9275366 -6.1196654, 106.9186103 -6.1066933, 106.8877112 -6.112838, 106.895951 -6.1292236, 106.8829047 -6.1264927, 106.8595587 -6.1210309, 106.8444525 -6.1278581, 106.7998206 -6.1271754, 106.7744147 -6.12581, 106.7682349 -6.1148862, 106.7490088 -6.1039623, 106.7366492 -6.0937209, 106.7256629 -6.0868932))",Jakarta,
