WKT,name,description
"POLYGON ((110.0260899 -7.8858235, 110.0727818 -7.9184695, 110.1304601 -7.9293509, 110.1881383 -7.9619935, 110.229337 -7.9864737, 110.2870152 -8.0082327, 110.3419469 -8.0272708, 110.3611729 -8.0680638, 110.4161046 -8.0898184, 110.4820226 -8.119729, 110.5534337 -8.133324, 110.6111119 -8.1523563, 110.6935094 -8.1931366, 110.748441 -8.1931366, 110.8171056 -8.190418, 110.8088658 -8.1605127, 110.7814 -8.136043, 110.7759068 -8.0898184, 110.7786534 -8.0653444, 110.7594273 -8.0000732, 110.7759068 -7.9674337, 110.7649205 -7.9184695, 110.7923863 -7.8776616, 110.7731602 -7.8205237, 110.7429478 -7.801476, 110.696256 -7.801476, 110.6660436 -7.7960337, 110.6220982 -7.7933125, 110.5671666 -7.7933125, 110.5177281 -7.7824275, 110.4930089 -7.7470493, 110.4902623 -7.7062246, 110.4655431 -7.6463413, 110.4655431 -7.5891721, 110.4490636 -7.5319953, 110.413358 -7.5646687, 110.3831456 -7.6082294, 110.3419469 -7.6272857, 110.295255 -7.665396, 110.2677892 -7.6844498, 110.2568028 -7.6545077, 110.2128575 -7.6490634, 110.1579259 -7.6490634, 110.1304601 -7.67084, 110.1414464 -7.7198333, 110.1332066 -7.763378, 110.0810216 -7.7905912, 110.0590489 -7.8422914, 110.0260899 -7.8858235))",Yogyakarta,
