WKT,name,description
"LINESTRING (106.8164499 -6.3050363, 106.8195398 -6.3053348, 106.8204839 -6.3057187, 106.8207414 -6.3065719, 106.822973 -6.3064865, 106.8247754 -6.3064865, 106.8248183 -6.3083207, 106.8268783 -6.3085767, 106.827007 -6.3093445, 106.8266637 -6.3114346, 106.8257625 -6.3113066, 106.8248183 -6.3180461, 106.8192823 -6.317321, 106.8190248 -6.3167665, 106.8181235 -6.3163826, 106.8167073 -6.3163399, 106.8162353 -6.3159134, 106.816364 -6.3150603, 106.8179519 -6.3147617, 106.8175656 -6.3105388, 106.8161924 -6.3107948, 106.8154199 -6.3095577, 106.815849 -6.3080648, 106.8168361 -6.307425)",zoo,
