WKT,name,description
"POLYGON ((106.8234269 -6.1714409, 106.8229977 -6.1798035, 106.8236629 -6.1804222, 106.8309156 -6.1801875, 106.8310229 -6.1795689, 106.8302719 -6.1789075, 106.8305938 -6.1785235, 106.8298857 -6.1775422, 106.82995 -6.1737876, 106.8291561 -6.1732329, 106.8292205 -6.1729343, 106.8294136 -6.1719956, 106.8290274 -6.1715689, 106.8234269 -6.1714409))",Taman Kota  Jakarta,
