WKT,name,description
"POLYGON ((106.7984954 -6.214468, 106.7984095 -6.2184783, 106.7984095 -6.2207821, 106.8000832 -6.2215927, 106.8030873 -6.2231286, 106.8046752 -6.2247924, 106.8089667 -6.222062, 106.808323 -6.2214221, 106.8084517 -6.2159612, 106.8072072 -6.2158332, 106.8061772 -6.2156626, 106.806263 -6.2127615, 106.7984954 -6.214468))",GBK,
